Sample,Plate,Row,Column,LABID,Miseq.num,tot.reads,tot.aligned.reads,median.aligned.reads.per.loc,gt.10.aligned,gt.20.aligned,X..on.target,AnimalID,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX.x,HAP,mito.haps,USE.x,GTseq.stratum,Optimization.sample,Main.run,Latitude.x,Longitude.x,YR.x,SOURCE.x,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,FIELDID,Animal_ID,SOURCE.y,Collection_Method,CONTACT_NAME,Organization,Label,LAB,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,USE.y,Restrict_Description,YR.y,MO,DA,Location,City,Island,County,State,Country,Latitude.y,Latitude_Precision,Latitude_Precision_Unit,Longitude.y,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX.y,Gender_Determination,ACCESSIONDATE,GENBANK.,GENBANK1,GENBANK2,GENBANK3,COMMENTS,Record_Creation_Date,Edit_User,Edit_Date
z0196741_Mnov_MS51_n0028387_R1.fastq.gz,2,G,2,z0196741,28387,50948,49095,69.5,320,284,0.964,196741,NA,NA,NA,NA,NA,M,E1_E11,NA,CCES,NA,NA,x,37.4847,-122.7818,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180822-ZIP-04,176039,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,22,,,,,,UNITED STATES OF AMERICA,37.4847,1e-04,DEGREE,-122.7818,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196742_Mnov_MS51_n0028388_R1.fastq.gz,2,H,2,z0196742,28388,247784,235251,512.5,361,357,0.949,196742,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,37.4891,-122.7857,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180822-ZIP-05,176040,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,22,,,,,,UNITED STATES OF AMERICA,37.4891,1e-04,DEGREE,-122.7857,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196743_Mnov_MS51_n0028389_R1.fastq.gz,2,A,3,z0196743,28389,78268,72017,133,353,334,0.92,196743,NA,NA,NA,NA,NA,M,A3,NA,CCES,NA,NA,x,37.3855,-122.7272,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180822-ZIP-06,176041,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,22,,,,,,UNITED STATES OF AMERICA,37.3855,1e-04,DEGREE,-122.7272,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196744_Mnov_MS51_n0028390_R1.fastq.gz,2,B,3,z0196744,28390,101179,95056,208,356,343,0.939,196744,NA,NA,NA,NA,NA,F,F6,NA,CCES,NA,NA,x,37.3815,-122.6829,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180822-ZIP-07,176042,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,22,,,,,,UNITED STATES OF AMERICA,37.3815,1e-04,DEGREE,-122.6829,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196747_Mnov_MS51_n0028391_R1.fastq.gz,2,C,3,z0196747,28391,106563,101778,196,357,341,0.955,196747,NA,NA,NA,NA,NA,M,F1,NA,CCES,NA,NA,x,37.2844,-122.5544,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180822-ZIP-10,176045,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,22,,,,,,UNITED STATES OF AMERICA,37.2844,1e-04,DEGREE,-122.5544,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196748_Mnov_MS51_n0028392_R1.fastq.gz,2,D,3,z0196748,28392,118159,110311,236.5,354,347,0.934,196748,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,37.6388,-122.6452,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-01,176046,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.6388,1e-04,DEGREE,-122.6452,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196749_Mnov_MS51_n0028393_R1.fastq.gz,2,E,3,z0196749,28393,116818,109861,237,358,353,0.94,196749,NA,NA,NA,NA,NA,M,E15,NA,CCES,NA,NA,x,37.6384,-122.6475,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-02,176047,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.6384,1e-04,DEGREE,-122.6475,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196750_Mnov_MS51_n0028394_R1.fastq.gz,2,F,3,z0196750,28394,97977,92876,191,351,335,0.948,196750,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,37.6458,-122.666,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-03,176048,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.6458,1e-04,DEGREE,-122.666,0.001,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196755_Mnov_MS51_n0028395_R1.fastq.gz,2,G,3,z0196755,28395,79347,76490,147.5,349,332,0.964,196755,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,NA,NA,x,37.8364,-122.7989,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-08,176053,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.8364,1e-04,DEGREE,-122.7989,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196756_Mnov_MS51_n0028396_R1.fastq.gz,2,H,3,z0196756,28396,113873,104555,243.5,359,355,0.918,196756,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,37.8888,-122.8366,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-09,176054,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.8888,1e-04,DEGREE,-122.8366,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196757_Mnov_MS51_n0028397_R1.fastq.gz,2,A,4,z0196757,28397,79919,66870,178.5,361,356,0.837,196757,NA,NA,NA,NA,NA,F,E5,NA,CCES,NA,NA,x,37.8855,-122.8459,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-10,176055,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.8855,1e-04,DEGREE,-122.8459,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196759_Mnov_MS51_n0028398_R1.fastq.gz,2,B,4,z0196759,28398,69993,66262,135.5,352,334,0.947,196759,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,37.9219,-122.8701,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-12,176057,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.9219,1e-04,DEGREE,-122.8701,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196761_Mnov_MS51_n0028399_R1.fastq.gz,2,C,4,z0196761,28399,90667,85361,190.5,355,339,0.941,196761,NA,NA,NA,NA,NA,M,E1_E11,NA,CCES,NA,NA,x,37.9202,-122.8679,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-14,176059,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.9202,1e-04,DEGREE,-122.8679,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196762_Mnov_MS51_n0028400_R1.fastq.gz,2,D,4,z0196762,28400,77439,72583,163,352,337,0.937,196762,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,37.4841,-122.6645,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180824-ZIP-01,176060,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,24,,,,,,UNITED STATES OF AMERICA,37.4841,1e-04,DEGREE,-122.6645,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196765_Mnov_MS51_n0028401_R1.fastq.gz,2,E,4,z0196765,28401,95937,90918,192.5,357,344,0.948,196765,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,37.5381,-122.6881,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180824-ZIP-04,176063,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,24,,,,,,UNITED STATES OF AMERICA,37.5381,1e-04,DEGREE,-122.6881,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196767_Mnov_MS51_n0028402_R1.fastq.gz,2,F,4,z0196767,28402,80722,76325,167,356,341,0.946,196767,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,37.5691,-122.7058,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180824-ZIP-06,176065,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,24,,,,,,UNITED STATES OF AMERICA,37.5691,1e-04,DEGREE,-122.7058,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196768_Mnov_MS51_n0028403_R1.fastq.gz,2,G,4,z0196768,28403,91780,86936,182,355,344,0.947,196768,NA,NA,NA,NA,NA,M,E6,NA,CCES,NA,NA,x,37.5589,-122.7559,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180824-ZIP-07,176066,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,24,,,,,,UNITED STATES OF AMERICA,37.5589,1e-04,DEGREE,-122.7559,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196770_Mnov_MS51_n0028404_R1.fastq.gz,2,H,4,z0196770,28404,56055,53980,93.5,339,316,0.963,196770,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,37.6035,-122.8152,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180824-ZIP-09,176068,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,24,,,,,,UNITED STATES OF AMERICA,37.6035,1e-04,DEGREE,-122.8152,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196772_Mnov_MS51_n0028405_R1.fastq.gz,2,A,5,z0196772,28405,77080,69514,161.5,356,348,0.902,196772,NA,NA,NA,NA,NA,F,F2,NA,CCES,NA,NA,x,37.5737,-122.6989,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180824-ZIP-11,176070,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,24,,,,,,UNITED STATES OF AMERICA,37.5737,1e-04,DEGREE,-122.6989,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196773_Mnov_MS51_n0028406_R1.fastq.gz,2,B,5,z0196773,28406,83956,79101,172.5,352,338,0.942,196773,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,37.5997,-122.6806,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180824-ZIP-12,176071,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,24,,,,,,UNITED STATES OF AMERICA,37.5997,1e-04,DEGREE,-122.6806,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196775_Mnov_MS51_n0028407_R1.fastq.gz,2,C,5,z0196775,28407,83317,77799,176.5,357,348,0.934,196775,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,37.3645,-122.5692,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180825-ZIP-02,176073,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,25,,,,,,UNITED STATES OF AMERICA,37.3645,1e-04,DEGREE,-122.5692,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196777_Mnov_MS51_n0028408_R1.fastq.gz,2,D,5,z0196777,28408,104119,95749,211,358,352,0.92,196777,NA,NA,NA,NA,NA,M,E1_E11,NA,CCES,NA,NA,x,37.2354,-122.6071,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180825-ZIP-04,176075,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,25,,,,,,UNITED STATES OF AMERICA,37.2354,1e-04,DEGREE,-122.6071,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196778_Mnov_MS51_n0028409_R1.fastq.gz,2,E,5,z0196778,28409,118907,111188,245,358,352,0.935,196778,NA,NA,NA,NA,NA,M,E7,NA,CCES,NA,NA,x,37.23,-122.5887,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180825-ZIP-05,176076,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,25,,,,,,UNITED STATES OF AMERICA,37.23,0.01,DEGREE,-122.5887,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196781_Mnov_MS51_n0028410_R1.fastq.gz,2,F,5,z0196781,28410,125962,119242,260,358,354,0.947,196781,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,36.835,-121.9795,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20180827-ZIP-01,176079,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,27,,,,,,UNITED STATES OF AMERICA,36.835,0.001,DEGREE,-121.9795,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196793_Mnov_MS51_n0028411_R1.fastq.gz,2,G,5,z0196793,28411,30446,24353,46,330,288,0.8,196793,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,36.7711,-121.8637,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20180829-ZIP-04,176091,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,29,,,,,,UNITED STATES OF AMERICA,36.7711,1e-04,DEGREE,-121.8637,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196800_Mnov_MS51_n0028412_R1.fastq.gz,2,H,5,z0196800,28412,23198,19065,34,304,244,0.822,196800,NA,NA,NA,NA,NA,M,E5,NA,CCES,NA,NA,x,36.796,-121.8255,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20180830-ZIP-01,176098,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,30,,,,,,UNITED STATES OF AMERICA,36.796,0.001,DEGREE,-121.8255,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196805_Mnov_MS51_n0028413_R1.fastq.gz,2,A,6,z0196805,28413,249,122,0,0,0,0.49,196805,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,36.7863,-121.844,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20180831-ZIP-20,176103,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,31,,,,,,UNITED STATES OF AMERICA,36.7863,1e-04,DEGREE,-121.844,0.001,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196806_Mnov_MS51_n0028414_R1.fastq.gz,2,B,6,z0196806,28414,12083,9568,16,243,146,0.792,196806,NA,NA,NA,NA,NA,F,F2,NA,CCES,NA,NA,x,36.8894,-122.1651,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20180902-MUS-01,176104,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,2,,,,,,UNITED STATES OF AMERICA,36.8894,1e-04,DEGREE,-122.1651,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196812_Mnov_MS51_n0028415_R1.fastq.gz,2,C,6,z0196812,28415,10332,6851,12,218,110,0.663,196812,NA,NA,NA,NA,NA,M,E1_E11,NA,CCES,NA,NA,x,36.8266,-121.8399,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20180904-MUS-01,176110,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,4,,,,,,UNITED STATES OF AMERICA,36.8266,1e-04,DEGREE,-121.8399,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196826_Mnov_MS51_n0028416_R1.fastq.gz,2,D,6,z0196826,28416,90812,85004,169,357,347,0.936,196826,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,36.8023,-121.8087,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20180906-ZIP-03,176124,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,6,,,,,,UNITED STATES OF AMERICA,36.8023,1e-04,DEGREE,-121.8087,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
